1001131,0
1010486,0
1000260,0
1007292,0
1010403,0
1010190,0
1012411,0
1002639,0
1008291,0
1013658,0
1012341,0
1006091,0
1006877,0
1013142,0
1000231,0
1002353,0
1001211,0
1002920,0
1009772,0
1012415,0
1006418,0
1014237,0
1009583,1
1012795,0
1014312,0
1012922,0
1013003,0
1008220,0
1006063,0
1001051,0
1006246,0
1007912,0
1000935,0
1007831,0
1009626,0
1011152,0
1002134,0
1007238,0
1005118,0
1012371,0
1005905,0
1013103,0
1000052,0
1011270,0
1004838,0
1011032,0
1006629,0
1012739,0
1002839,0
1003300,0
1006779,0
1004832,0
1003046,0
1011996,0
1004700,0
1013100,0
1004508,0
1006444,0
1005036,0
1008858,0
1008760,0
1010307,0
1008579,0
1013025,0
1009741,0
1004823,0
1013418,0
1007513,0
1008824,0
1004346,0
1009138,0
1004182,0
